,train_loss,test_loss,proc_time,wall_time
0,0.6192214488983154,0.2526082,2.2098787320001065,2.2064733505249023
1,0.4560160239537557,0.16866444,2.0919179139991684,2.13024640083313
2,0.36709074179331463,0.103073716,2.079403468000237,2.126913547515869
3,0.2618206739425659,0.13788581,2.1186169310003606,2.1164846420288086
4,0.25103169679641724,0.19170712,2.123493122000582,2.1165218353271484
5,0.22112542390823364,0.16338485,2.126620310999897,2.1233532428741455
6,0.2024105191230774,0.1139751,2.1239135729992995,2.122497797012329
7,0.1967991590499878,0.11036215,2.0727431549994435,2.1409494876861572
8,0.18933709462483725,0.115265295,2.121349650000411,2.1424951553344727
9,0.18194538354873657,0.12384863,2.1399284389999593,2.1406354904174805
10,0.17288535833358765,0.109513536,2.1382139380002627,2.132275342941284
11,0.16665143767992655,0.1054177,2.147678227000142,2.1392505168914795
12,0.15628769993782043,0.10558527,2.1477074499998707,2.176816463470459
13,0.1523503065109253,0.11355511,2.1060041050004656,2.1751708984375
14,0.1450993518034617,0.12033756,2.1545057490002364,2.1534295082092285
15,0.14165467023849487,0.11597087,2.1448537360001865,2.1455109119415283
16,0.13573316733042398,0.1259437,2.149840153000696,2.153506278991699
17,0.1300873557726542,0.14634408,2.1465610860004745,2.1438262462615967
18,0.12330118815104167,0.1241868,2.138069775999611,2.166922092437744
19,0.121319184700648,0.1428612,2.1439200020004137,2.1813533306121826
20,0.11463587482770284,0.13228025,2.1666225230001146,2.159287929534912
21,0.11139994859695435,0.1708431,2.1656823720004468,2.161501884460449
22,0.09880349040031433,0.13018867,2.16343044200039,2.1639602184295654
23,0.10377943515777588,0.17255767,2.1632806729994627,2.162052631378174
24,0.09507705767949422,0.14187233,2.1200221139997666,2.1852898597717285
25,0.0965999960899353,0.16921397,2.1437574170004154,2.1769933700561523
26,0.0963356892267863,0.12955801,2.1665653270001712,2.1660821437835693
27,0.0930149753888448,0.15935251,2.1649257019998913,2.165992498397827
28,0.0929182767868042,0.16746072,2.1661868940000204,2.1672728061676025
29,0.08576077222824097,0.18879084,2.168201456999668,2.1860511302948
30,0.08514213562011719,0.1512382,2.1276056179995066,2.1906843185424805
31,0.08702258268992107,0.18318225,2.180746294000528,2.18196177482605
32,0.08743825554847717,0.19162096,2.1894736630001717,2.1866567134857178
33,0.0816605935494105,0.13210304,2.1871171430002505,2.183767795562744
34,0.08161741991837819,0.17499875,2.1919504090001283,2.186647415161133
35,0.07846506933371226,0.13423654,2.1300877039993793,2.200502395629883
36,0.07832245528697968,0.15207203,2.1518887869997343,2.193230628967285
37,0.0706066091855367,0.12996273,2.2061087510001016,2.1988041400909424
38,0.07582942644755046,0.18160813,2.2126967350004634,2.212517261505127
39,0.07789057989915212,0.20934103,2.2029953410001326,2.208390951156616
40,0.08070231477419536,0.14500254,2.190859401000125,2.209519386291504
41,0.08035607139269511,0.20272215,2.139553080999576,2.208944320678711
