,train_loss,test_loss,proc_time,wall_time
0,0.5712541739145914,0.32865196,2.4770838019999992,3.1882236003875732
1,0.3995015621185303,0.21955031,2.1844318830000002,2.18017840385437
2,0.2608652710914612,0.20653473,2.195990979000001,2.194214105606079
3,0.19573897123336792,0.2771152,2.0587220560000006,2.2504498958587646
4,0.17737789948781332,0.30298483,2.156309241999999,2.221912145614624
5,0.15891045331954956,0.2249611,2.190905718,2.198640823364258
6,0.14593519767125449,0.26783141,2.2061458320000007,2.201014280319214
7,0.1385017236073812,0.24111685,2.2011383920000007,2.2064554691314697
8,0.12181904911994934,0.3047458,1.775185625999999,2.3471994400024414
9,0.111422598361969,0.28547746,1.9601349350000028,2.3775949478149414
10,0.10208463668823242,0.30626976,2.166031952000001,2.2441999912261963
11,0.09906304876009624,0.34732044,2.1565089690000008,2.231767177581787
12,0.09695271650950114,0.34525284,2.221283315000001,2.226123809814453
13,0.08648741245269775,0.35709113,2.2284146410000005,2.235051155090332
14,0.08285916845003764,0.3837877,2.2354723409999977,2.2451796531677246
15,0.08035174012184143,0.38326973,2.185605586000001,2.2727410793304443
16,0.07704567909240723,0.41009328,2.2424531169999966,2.254523992538452
17,0.06979687015215556,0.44426757,2.2498789480000028,2.2510528564453125
18,0.06720657646656036,0.4364974,2.1953233639999965,2.279978036880493
19,0.06533881525198619,0.4669527,2.260526575,2.259796619415283
20,0.06271286805470784,0.4678192,2.2255051460000033,2.296874761581421
21,0.05858251452445984,0.38799015,2.246872893999999,2.3060178756713867
22,0.05977738897005717,0.42101267,2.2185675220000007,2.2855112552642822
23,0.05856809516747793,0.48377627,2.299447526999998,2.3028204441070557
24,0.0584402730067571,0.47749484,2.2866434120000037,2.2812798023223877
25,0.05475135644276937,0.41217035,2.302014537000005,2.316915988922119
26,0.059192915757497154,0.42976242,2.2251582009999993,2.3331117630004883
27,0.05447039504845937,0.47184318,2.3114233000000013,2.3134937286376953
28,0.05488591889540354,0.45581603,2.316138210999995,2.317166805267334
29,0.048751642306645714,0.48754668,2.3065078429999915,2.3090317249298096
30,0.05538107951482137,0.4787217,2.304045083999995,2.307140588760376
31,0.052013322710990906,0.54153657,2.2983699050000013,2.348627805709839
32,0.046306187907854714,0.42054468,2.294282761000005,2.3413524627685547
33,0.04705571631590525,0.5380464,2.327261980000003,2.3248116970062256
34,0.05105761190255483,0.5310504,2.344445441000005,2.3450396060943604
35,0.04398279885450999,0.48839253,2.3365335929999986,2.3318467140197754
36,0.04318112631638845,0.6029265,2.3206652020000007,2.3751413822174072
37,0.044563169280687966,0.4448622,2.3445413849999994,2.4068262577056885
38,0.04396588106950124,0.52420336,2.363958623000002,2.3676669597625732
39,0.04385728637377421,0.50209844,2.362754609999996,2.3675615787506104
40,0.040913812816143036,0.48272374,2.381034444000008,2.3903110027313232
41,0.04472587505976359,0.5316435,2.3573133900000016,2.388981580734253
42,0.043102448185284935,0.59972477,2.34465213,2.427316427230835
43,0.04694065451622009,0.49848452,2.3989573779999915,2.3978466987609863
44,0.04541842142740885,0.57321686,2.392725827999996,2.3925487995147705
45,0.04694563150405884,0.5365043,2.406063216000007,2.397738456726074
46,0.04105327775080999,0.5674092,2.390733867999998,2.4073498249053955
47,0.03673245509465536,0.6155459,2.323328525000008,2.4103193283081055
48,0.04066829631725947,0.54005045,2.387935339000009,2.392730236053467
49,0.03669922798871994,0.7496637,2.371062471000016,2.369962453842163
50,0.037565616269906364,0.5322273,2.374154902000015,2.3692591190338135
51,0.03810326258341471,0.679546,2.3635099439999863,2.3586347103118896
52,0.036742329597473145,0.64785004,2.2895832800000164,2.3893070220947266
53,0.033268511295318604,0.57767296,2.3393836770000007,2.361969470977783
54,0.03321894506613413,0.72215575,2.3596883140000102,2.36930775642395
55,0.033087752759456635,0.639143,2.342571921000001,2.345961809158325
56,0.032385202745596565,0.6974436,2.347964140000016,2.347186803817749
57,0.03299997498591741,0.6425414,2.315705424000015,2.360074520111084
58,0.03375766674677531,0.719427,2.3054221980000023,2.3577141761779785
