,train_loss,test_loss,proc_time,wall_time
0,0.5292537212371826,0.50911415,0.2892969380000068,0.4968898296356201
1,0.5334471861521403,0.50959986,0.15775901500001055,0.15799617767333984
2,0.5274741649627686,0.5062869,0.15531530600037513,0.1548147201538086
3,0.5255881547927856,0.50530154,0.16862551100075507,0.17023444175720215
4,0.5313175916671753,0.50570154,0.15406570799950714,0.1536712646484375
5,0.5268649260203043,0.5066715,0.1598647250002614,0.15937185287475586
6,0.5272798538208008,0.50715125,0.15801983500023198,0.15786528587341309
7,0.5270360310872396,0.5065871,0.1553679220005506,0.1556086540222168
8,0.5261541604995728,0.50590676,0.157136688000719,0.15746045112609863
9,0.5257700284322103,0.50595,0.1551881469995351,0.1550920009613037
10,0.5281565189361572,0.50617224,0.15688214399960998,0.15592122077941895
11,0.5259546438852946,0.5062061,0.16334398799972405,0.1642305850982666
12,0.5264803171157837,0.5062961,0.15508156800024153,0.15545248985290527
13,0.5227446556091309,0.50631064,0.15480559500065283,0.15474772453308105
14,0.5254102945327759,0.5060998,0.15534527099953266,0.15543389320373535
15,0.5247205893198649,0.506173,0.15467619100036245,0.15700197219848633
16,0.524567723274231,0.50602263,0.15701373899992177,0.15714478492736816
17,0.5223972002665201,0.5060105,0.1556600610001624,0.1554121971130371
18,0.5252221822738647,0.5062128,0.15631074199973227,0.1558523178100586
19,0.5261518160502116,0.5061386,0.155094521999672,0.15575265884399414
20,0.522676150004069,0.5059144,0.1617320289997224,0.16100096702575684
21,0.5236690044403076,0.50591075,0.15761213200039492,0.1591794490814209
22,0.5252929131189982,0.50610834,0.15682125400053337,0.15719938278198242
23,0.5200953880945841,0.50599974,0.16068868700040184,0.1612989902496338
24,0.5204857587814331,0.50581783,0.15816303300016443,0.15787267684936523
25,0.5240555206934611,0.5058316,0.15463937999993504,0.1574115753173828
26,0.5224974155426025,0.5060112,0.15655381500073418,0.15771150588989258
27,0.5254038572311401,0.506211,0.15620668700012175,0.15646743774414062
28,0.5225099325180054,0.506197,0.16130297899962898,0.15950822830200195
29,0.5255206425984701,0.5059772,0.15819479699985095,0.15797114372253418
30,0.5229833126068115,0.50597644,0.15797213800033205,0.1603991985321045
31,0.5246410369873047,0.5060539,0.16332743000020855,0.1662745475769043
32,0.5240795612335205,0.50599885,0.16372694199981197,0.17070674896240234
